"budget_id","cout_transport","cout_food","cout_equipement","cout_health","cout_organisation","total"
"7686","3363.41","4571.88","2527.28","1513.41","3013.02","14989.00"
"7687","5722.51","8468.43","3929.78","2105.17","2703.11","22929.00"
"7688","2219.46","3034.00","1125.89","857.02","771.63","8008.00"
"7689","1906.36","2599.96","1126.04","914.63","1151.01","7698.00"
"7690","2064.74","2399.62","1213.91","834.76","830.97","7344.00"
"7691","3050.26","4136.35","2198.44","1036.61","1956.34","12378.00"
"7692","5547.00","7173.44","2368.53","2054.28","2158.75","19302.00"
"7693","3275.31","4580.46","1878.09","1301.64","1854.50","12890.00"
"7694","5953.51","7173.78","2600.07","1639.69","2798.95","20166.00"
"7695","1312.62","2185.78","754.68","481.55","1212.37","5947.00"
"7696","2287.00","2673.24","1283.94","920.73","927.09","8092.00"
"7697","3392.02","4088.32","1829.51","1363.92","2461.23","13135.00"
"7698","1940.09","2677.79","990.04","777.51","796.57","7182.00"
"7699","5775.29","7158.44","3251.53","1850.96","2622.78","20659.00"
"7700","2650.95","4351.51","1627.67","1088.48","2191.39","11910.00"
"7701","2694.40","4369.11","1636.29","1319.19","2154.01","12173.00"
"7702","2696.54","3656.28","1586.10","862.43","1746.65","10548.00"
"7703","2516.61","3567.12","1539.99","916.82","1248.46","9789.00"
"7704","2306.13","3091.32","1163.09","793.65","2085.81","9440.00"
"7705","3446.25","4899.44","2262.48","1689.07","2770.76","15068.00"
"7706","2152.17","3595.12","1291.01","1154.62","1437.08","9630.00"
"7707","3093.29","3752.39","1827.97","1332.45","1864.90","11871.00"
"7708","2199.22","2965.92","1335.55","978.17","2383.14","9862.00"
"7709","6329.81","7700.18","3647.21","2171.05","2139.75","21988.00"
"7710","2373.18","2628.51","1018.83","900.68","1459.80","8381.00"
"7711","3987.66","4549.27","2346.89","1278.64","1494.54","13657.00"
"7712","2652.65","3441.75","1276.95","1023.21","1667.44","10062.00"
"7713","4959.16","5881.45","2674.40","1610.22","2554.77","17680.00"
"7714","2780.96","3862.23","1762.81","1150.96","2147.04","11704.00"
"7715","2595.30","3964.39","1354.76","1054.85","1670.70","10640.00"
"7716","3248.76","4680.55","1974.39","1060.33","2136.97","13101.00"
"7717","2729.15","4250.45","1523.87","1127.42","1734.11","11365.00"
"7718","4291.41","5515.76","2627.48","1723.79","1891.56","16050.00"
"7719","4419.32","7149.11","2872.80","1577.16","3150.61","19169.00"
"7720","4865.34","6052.58","2057.98","1650.96","2228.14","16855.00"
"7721","3634.41","4363.56","1743.71","1615.99","2759.33","14117.00"
"7722","3310.82","5516.81","2413.77","1737.94","1838.66","14818.00"
"7723","4533.12","5008.62","2176.92","1558.15","2828.19","16105.00"
"7724","3795.61","5407.89","2943.36","1663.95","2681.19","16492.00"
"7725","3069.21","4380.04","1489.27","1400.13","1654.35","11993.00"
"7726","2150.45","3277.85","1552.57","995.44","978.69","8955.00"
"7727","4984.34","5866.57","3045.38","1890.18","1414.53","17201.00"
"7728","2981.83","3450.17","1878.77","1293.42","1368.81","10973.00"
"7729","4073.45","5455.70","2736.52","2072.73","3768.60","18107.00"
"7730","3762.79","5424.01","2211.32","1507.00","2317.88","15223.00"
"7731","2874.91","3222.94","1451.18","875.58","1484.39","9909.00"
"7732","4447.89","5872.19","2987.06","1526.73","3058.13","17892.00"
"7733","4608.31","5820.75","2636.62","1754.66","1956.66","16777.00"
"7734","2568.73","3593.80","1514.56","1087.29","1425.62","10190.00"
"7735","2579.00","3724.31","1323.72","1100.52","1193.45","9921.00"
"7736","3276.62","4646.50","2390.77","1214.34","1930.77","13459.00"
"7737","3637.50","4165.07","2232.87","1506.25","1743.31","13285.00"
"7738","2645.15","3728.35","1868.27","1306.05","1706.18","11254.00"
"7739","5670.37","7775.63","3304.90","2032.60","2284.50","21068.00"
"7740","1530.04","2041.24","1019.56","622.18","1527.98","6741.00"
"7741","5658.31","8144.21","3009.83","2014.18","3902.47","22729.00"
"7742","1474.36","2038.35","840.03","607.09","909.17","5869.00"
"7743","3755.78","5487.51","2673.57","1774.38","2411.76","16103.00"
"7744","2174.61","2574.01","923.85","699.34","902.19","7274.00"
"7745","2007.62","2922.10","1292.55","772.26","1221.47","8216.00"
"7746","3276.31","4878.44","2645.26","1654.63","2366.36","14821.00"
"7747","3066.41","3802.86","1350.38","896.35","1173.00","10289.00"
"7748","3267.57","4135.42","1556.57","1114.34","1582.10","11656.00"
"7749","4525.02","5540.11","2627.99","1783.93","2792.95","17270.00"
"7750","4956.35","5931.89","3105.14","1644.23","3039.39","18677.00"
"7751","2963.62","3115.03","1467.00","1206.59","1413.76","10166.00"
"7752","4626.59","6559.37","3235.32","2099.59","2804.13","19325.00"
"7753","1826.68","2660.54","1199.20","678.07","716.51","7081.00"
"7754","3152.10","4357.78","2134.11","1613.67","2702.34","13960.00"
"7755","3128.36","3469.57","1672.55","1149.77","1724.75","11145.00"
"7756","3061.12","3726.74","1936.50","1380.72","1670.92","11776.00"
"7757","2665.02","4046.66","1654.85","1137.55","2368.92","11873.00"
"7758","2168.02","2427.46","1340.67","782.46","1077.39","7796.00"
"7759","2695.03","3516.05","1766.18","1272.82","1610.92","10861.00"
"7760","3303.17","4224.23","1755.87","1372.76","2872.97","13529.00"
"7761","5404.92","7745.72","3379.50","2417.95","2013.91","20962.00"
"7762","5642.77","6945.15","3375.43","2247.43","1598.22","19809.00"
"7763","4975.20","7506.91","3587.28","2204.34","2091.27","20365.00"
"7764","3107.43","3727.44","1574.19","1288.85","1263.09","10961.00"
"7765","3496.41","4457.13","2259.93","1358.29","2150.24","13722.00"
"7766","3453.13","3722.56","1862.57","1294.45","1739.29","12072.00"
"7767","3318.55","4739.73","1788.66","1439.88","2829.18","14116.00"
"7768","2241.67","2886.80","1174.93","1023.44","1460.16","8787.00"
"7769","3209.17","3328.01","1885.52","976.08","1332.22","10731.00"
"7770","3128.58","3753.84","1929.74","1322.99","1879.85","12015.00"
"7771","4567.19","7001.60","2673.98","1659.40","3039.83","18942.00"
"7772","3496.95","4130.93","2095.66","1286.64","2715.82","13726.00"
"7773","2949.41","3546.67","1769.05","1166.06","2081.81","11513.00"
"7774","2989.41","3987.71","1753.01","1173.52","774.35","10678.00"
"7775","2077.54","2436.42","1420.34","681.66","1454.04","8070.00"
"7776","4538.27","6644.46","2679.84","1687.86","4806.57","20357.00"
"7777","2467.26","2761.62","1501.40","706.13","1094.59","8531.00"
"7778","2766.86","3677.50","1818.75","1047.93","1493.96","10805.00"
"7779","4511.84","5562.17","2217.70","1653.63","2639.66","16585.00"
"7780","3301.98","3919.76","2188.06","986.21","1825.99","12222.00"
"7781","2505.97","3043.69","1780.10","866.77","1729.47","9926.00"
"7782","1384.51","1931.80","853.27","668.93","931.49","5770.00"
"7783","2864.21","4507.36","1522.65","1247.56","2424.22","12566.00"
"7784","4711.07","5026.42","2739.16","1411.97","2000.38","15889.00"
"7785","3852.07","5196.64","1768.46","1462.25","2339.58","14619.00"
"7786","4000.02","5174.00","2748.50","1736.96","2972.52","16632.00"
"7787","5692.39","6419.80","3326.66","2152.59","2184.56","19776.00"
"7788","3236.37","4233.21","2315.27","1154.46","2183.69","13123.00"
"7789","2973.39","4185.06","1941.81","1371.53","1467.21","11939.00"
"7790","2825.88","3357.90","1235.71","842.56","2032.95","10295.00"
"7791","3787.49","4929.27","1855.54","1510.45","1401.25","13484.00"
"7792","2989.49","3379.15","1566.06","1011.14","1182.16","10128.00"
"7793","2304.65","2705.03","1495.70","971.42","1282.20","8759.00"
"7794","3155.95","3823.86","1931.37","1151.66","781.16","10844.00"
"7795","3506.39","3894.91","2000.10","1107.78","1840.82","12350.00"
"7796","4814.50","6106.11","2049.75","1485.58","1902.06","16358.00"
"7797","3459.58","4367.13","1858.04","1433.09","2428.16","13546.00"
"7798","4494.00","6031.89","2917.83","1749.39","4245.89","19439.00"
"7799","1536.87","2445.72","903.56","583.21","1426.64","6896.00"
"7800","4107.70","4378.95","2265.77","1336.76","2156.82","14246.00"
"7801","3028.44","3493.05","1920.53","1144.90","1302.08","10889.00"
"7802","5374.07","6589.83","2490.56","1798.51","3768.03","20021.00"
"7803","3962.06","5031.27","2421.59","1545.11","1120.97","14081.00"
"7804","3592.57","3807.46","1871.94","1334.06","1674.97","12281.00"
"7805","5846.57","7011.97","3466.93","2301.12","1228.41","19855.00"
"7806","2504.48","3074.14","1154.29","776.63","2026.46","9536.00"
"7807","4440.83","4681.09","1929.01","1487.77","2373.30","14912.00"
"7808","1932.36","2473.22","1377.21","974.39","1417.82","8175.00"
"7809","3545.81","5917.59","2580.78","1345.16","2496.66","15886.00"
"7810","3052.64","4056.41","2166.56","1120.55","1996.84","12393.00"
"7811","2958.45","3187.21","1231.90","801.64","1744.80","9924.00"
"7812","3248.55","4900.87","1615.72","1251.61","2017.25","13034.00"
"7813","3527.14","4099.85","2143.76","1449.06","1334.19","12554.00"
"7814","4188.29","4366.50","1927.69","1199.17","2362.35","14044.00"
"7815","3496.59","4219.74","1882.21","1176.55","1949.91","12725.00"
"7816","2548.86","3766.15","1614.35","1152.75","1605.89","10688.00"
"7817","2567.85","2794.41","1629.43","833.91","1386.40","9212.00"
"7818","4309.84","5477.26","2574.37","1569.17","2025.36","15956.00"
"7819","3209.58","4615.64","1699.22","1236.86","2522.70","13284.00"
"7820","1687.03","2295.14","939.85","844.36","1540.62","7307.00"
"7821","3344.09","4249.29","1638.10","1093.46","2127.06","12452.00"
"7822","3883.63","5491.50","2774.46","1878.02","2491.39","16519.00"
"7823","2214.34","2907.94","1175.53","941.29","1589.90","8829.00"
"7824","4431.43","5363.82","2277.44","1479.17","2282.14","15834.00"
"7825","3273.39","4267.84","2078.52","1347.73","589.52","11557.00"
"7826","4453.71","5858.91","2659.72","1734.53","2559.13","17266.00"
"7827","2048.13","2437.54","1362.09","887.25","1050.99","7786.00"
"7828","1276.52","1922.74","922.82","485.53","996.39","5604.00"
"7829","3878.88","5259.12","2700.74","1536.91","2991.35","16367.00"
"7830","1817.45","2782.38","1099.64","687.26","1826.27","8213.00"
"7831","2571.96","2983.86","1506.72","991.69","1231.77","9286.00"
"7832","3188.12","4537.99","2050.24","1276.88","2260.77","13314.00"
"7833","4892.23","6757.19","3339.47","2401.13","3686.98","21077.00"
"7834","3584.49","5128.58","2565.43","1537.47","1516.03","14332.00"
"7835","4257.07","5729.70","2317.95","1506.20","2708.08","16519.00"
"7836","4268.08","5193.39","2085.20","1724.84","3551.49","16823.00"
"7837","2205.64","2747.16","1105.08","684.73","1249.39","7992.00"
"7838","2628.53","3280.26","1515.74","1090.86","1175.61","9691.00"
"7839","4101.10","4457.97","2136.37","1580.87","2024.69","14301.00"
"7840","3791.63","4838.33","2116.71","1272.96","901.37","12921.00"
"7841","2665.24","3020.36","1531.46","1014.28","1775.66","10007.00"
"7842","2217.77","3645.52","1179.52","978.57","1603.62","9625.00"
"7843","4570.92","5550.82","2760.67","1803.19","3245.40","17931.00"
"7844","2351.84","3454.70","1484.68","958.82","1788.96","10039.00"
"7845","4749.84","6193.88","2366.46","1804.97","2050.85","17166.00"
"7846","2312.72","3755.84","1553.41","1207.96","1437.07","10267.00"
"7847","2236.76","3466.37","1665.05","844.41","1114.41","9327.00"
"7848","4040.03","4719.54","1822.46","1605.50","2381.47","14569.00"
"7849","1992.44","2997.83","1100.62","955.06","1374.05","8420.00"
"7850","3138.62","4654.89","1689.51","1192.12","1809.86","12485.00"
"7851","2917.95","3854.35","2072.94","1408.66","1917.10","12171.00"
"7852","2960.99","3932.49","1547.54","1141.44","2583.54","12166.00"
"7853","2862.80","3408.07","1330.11","798.16","1462.86","9862.00"
"7854","3963.25","5413.64","2614.19","1710.10","3426.82","17128.00"
"7855","4351.09","5489.31","1972.82","1767.32","1289.46","14870.00"
"7856","4329.11","6428.33","2993.23","1936.69","1257.64","16945.00"
"7857","3009.97","3786.35","1909.90","1031.91","876.87","10615.00"
"7858","4279.58","7075.69","2887.90","1757.92","2692.91","18694.00"
"7859","5642.11","6662.93","2676.52","2581.22","4589.22","22152.00"
"7860","2343.95","3082.55","1277.66","1019.09","2505.75","10229.00"
"7861","2001.81","2678.05","1169.90","777.05","501.19","7128.00"
"7862","4377.44","5306.82","2881.07","1425.52","3281.15","17272.00"
"7863","2769.16","3299.67","1669.58","850.47","1752.12","10341.00"
"7864","2427.32","3666.79","1676.22","934.66","1616.01","10321.00"
"7865","3923.73","5241.23","2363.26","1659.25","3478.53","16666.00"
"7866","2988.35","4668.56","2009.93","1438.97","2217.19","13323.00"
"7867","4764.84","7051.82","2897.71","2033.78","1964.85","18713.00"
"7868","3734.24","4647.63","2246.16","1199.59","957.38","12785.00"
"7869","4318.07","6029.54","2702.30","1905.91","2792.18","17748.00"
"7870","4898.03","6867.45","2424.23","1612.18","2589.11","18391.00"
"7871","6540.58","6652.03","2751.08","2269.85","3874.46","22088.00"
"7872","3080.91","3760.34","1813.55","928.53","1500.67","11084.00"
"7873","6255.49","6711.09","3667.70","2496.14","2049.58","21180.00"
"7874","2610.42","3393.20","1557.90","1098.31","943.17","9603.00"
"7875","2168.09","3355.22","1189.23","772.55","1387.91","8873.00"
"7876","3922.99","4816.34","2170.90","1695.00","1565.77","14171.00"
"7877","4340.63","5364.43","2643.15","1578.09","2881.70","16808.00"
"7878","2399.41","3138.34","1729.10","1116.55","1493.60","9877.00"
"7879","2699.21","4089.04","1913.91","1129.99","2043.85","11876.00"
"7880","3891.02","5266.86","2093.98","1414.85","1974.29","14641.00"
"7881","3826.59","4976.29","2466.85","1427.51","3002.76","15700.00"
"7882","4368.83","5134.62","2576.28","1414.41","1236.86","14731.00"
"7883","3802.01","5237.10","2587.87","1726.27","1624.75","14978.00"
"7884","2894.24","3610.28","1450.03","1163.19","965.26","10083.00"
"7885","3380.86","3477.25","1867.86","1078.05","1603.98","11408.00"
"7886","3801.26","4878.40","1760.51","1192.14","1900.69","13533.00"
"7887","2240.26","2774.47","1104.02","860.75","1911.50","8891.00"
"7888","3236.02","3644.50","1786.62","1282.73","938.13","10888.00"
"7889","2769.88","3522.74","1530.02","1048.49","2832.87","11704.00"
"7890","2023.72","3014.23","1260.07","771.94","1438.04","8508.00"
"7891","2559.55","3448.22","1326.86","1005.03","1954.34","10294.00"
"7892","4878.67","7260.80","2929.40","1668.39","3928.74","20666.00"
"7893","3436.85","3864.94","1572.43","1051.55","1633.23","11559.00"
"7894","3526.98","5026.13","2550.43","1816.09","2485.37","15405.00"
"7895","1943.90","2335.42","1211.39","568.15","849.14","6908.00"
"7896","3421.30","5402.29","2167.17","1337.16","2319.08","14647.00"
"7897","5185.17","5655.37","2571.25","1955.55","3346.66","18714.00"
"7898","3453.44","4640.51","2532.93","1620.27","2356.85","14604.00"
"7899","5423.15","7737.97","2866.55","2443.90","4089.43","22561.00"
"7900","3190.12","3633.44","1811.42","1087.01","2173.01","11895.00"
"7901","3713.04","3986.14","2099.54","1258.57","1612.71","12670.00"
"7902","4335.00","5984.54","2684.69","1486.91","2613.86","17105.00"
"7903","3973.74","5233.89","2344.11","1480.09","1045.17","14077.00"
"7904","3822.10","5273.69","2104.43","1732.89","1900.89","14834.00"
"7905","2242.71","3256.29","1461.87","1167.85","1969.28","10098.00"
"7906","5736.94","6586.91","3419.34","2256.97","3357.84","21358.00"
"7907","3196.46","4797.14","2382.42","1136.58","2383.40","13896.00"
"7908","4346.64","5873.21","2614.15","1807.48","2510.52","17152.00"
"7909","5405.28","7228.64","2649.73","2283.05","1973.30","19540.00"
"7910","4760.81","6215.25","3259.69","1486.85","2607.40","18330.00"
"7911","3340.76","5210.97","2012.80","1392.20","1859.27","13816.00"
"7912","3222.72","4711.98","1512.77","1115.77","1846.76","12410.00"
"7913","2558.84","2879.33","1236.27","830.05","1036.51","8541.00"
"7914","4872.29","5946.60","2707.15","1585.24","2981.72","18093.00"
"7915","3843.49","4351.88","1916.47","1549.28","1277.88","12939.00"
"7916","3406.41","3754.72","1642.16","1036.24","2270.47","12110.00"
"7917","2929.34","4421.62","1874.71","1435.18","1319.15","11980.00"
"7918","2940.88","3962.66","1663.05","1188.53","1079.88","10835.00"
"7919","2602.11","3846.37","1696.12","1093.92","1485.48","10724.00"
"7920","1831.19","2186.90","1190.73","609.96","1220.22","7039.00"
"7921","2916.51","3498.75","1808.03","1108.33","1469.38","10801.00"
"7922","3349.90","3675.31","1419.00","1040.68","1808.11","11293.00"
"7923","3467.28","3809.14","1952.51","1314.86","1050.21","11594.00"
"7924","4933.48","6100.01","2673.46","1619.96","2963.09","18290.00"
"7925","5792.74","7004.15","3640.32","1947.28","2683.51","21068.00"
"7926","2705.74","3437.95","1228.77","1122.33","1255.21","9750.00"
"7927","6676.34","7389.03","2935.28","2122.87","3332.48","22456.00"
"7928","5173.84","5594.95","2696.25","1915.29","2187.67","17568.00"
"7929","3159.51","3748.26","1837.20","1026.31","2178.72","11950.00"
"7930","3784.56","4529.11","2553.31","1643.63","1685.39","14196.00"
"7931","2899.64","4043.53","1584.95","1149.61","1299.27","10977.00"
"7932","4342.56","5140.44","2352.04","1630.71","1226.25","14692.00"
"7933","4442.14","6911.54","2626.70","2169.19","3161.43","19311.00"
"7934","2471.67","3588.51","1453.93","922.24","1139.65","9576.00"
"7935","2259.29","2960.00","1213.34","892.36","632.01","7957.00"
"7936","2494.17","4042.46","1389.60","1127.54","2162.23","11216.00"
"7937","5413.52","6620.23","3244.69","1914.97","1209.59","18403.00"
"7938","3670.91","4789.22","2122.31","1758.92","3458.64","15800.00"
"7939","4419.90","5164.73","2601.10","1653.35","927.92","14767.00"
"7940","2953.11","3406.15","1411.87","965.15","1302.72","10039.00"
"7941","1808.12","2751.81","1318.31","904.47","771.29","7554.00"
"7942","4294.11","6663.97","3046.12","1695.83","3686.97","19387.00"
"7943","3065.17","3403.84","1428.24","1069.59","1933.16","10900.00"
"7944","4669.48","6036.17","2480.08","1769.90","2210.37","17166.00"
"7945","2138.01","3154.48","1107.53","1007.87","1054.11","8462.00"
"7946","4057.55","5293.12","1962.70","1147.93","1549.70","14011.00"
"7947","4366.73","6001.57","2214.18","1708.60","1576.92","15868.00"
"7948","2862.97","3215.70","1240.77","832.47","2116.09","10268.00"
"7949","3213.56","3433.92","1859.47","931.07","1336.98","10775.00"
"7950","1699.55","2488.04","929.01","824.56","1528.84","7470.00"
"7951","5736.58","6136.04","2628.04","1749.79","3698.55","19949.00"
"7952","3746.65","4056.71","1547.53","1459.05","2009.06","12819.00"
"7953","4888.28","6327.54","2165.69","1411.33","2804.16","17597.00"
"7954","4767.96","6759.41","2727.21","1523.48","2178.94","17957.00"
"7955","2137.66","3386.84","1318.12","882.80","1660.58","9386.00"
"7956","2798.63","3096.64","1502.49","814.64","1634.60","9847.00"
"7957","3375.00","4406.00","1526.31","1219.40","1607.29","12134.00"
"7958","3222.50","3619.05","1971.45","1123.74","1303.26","11240.00"
"7959","3713.38","3968.64","2191.68","1365.88","1289.42","12529.00"
"7960","2011.62","2742.22","1020.03","966.51","1373.62","8114.00"
"7961","2000.62","2543.76","1314.15","729.54","900.93","7489.00"
"7962","1745.02","2778.83","910.02","725.71","1408.42","7568.00"
"7963","2720.99","3628.57","1516.14","1219.23","1581.07","10666.00"
"7964","4489.27","5275.31","2496.61","1686.51","1581.30","15529.00"
"7965","3053.62","3722.87","1534.05","1052.44","2904.02","12267.00"
"7966","3288.14","3923.80","1604.02","1196.60","1206.44","11219.00"
"7967","2474.47","3535.88","1700.36","934.23","1736.06","10381.00"
"7968","3649.68","4509.35","1968.61","1418.65","3178.71","14725.00"
"7969","1941.31","2393.08","1369.85","691.81","1360.95","7757.00"
"7970","2210.60","2973.54","1317.07","1073.73","1995.06","9570.00"
"7971","2426.47","3397.87","1216.46","1151.01","1440.19","9632.00"
"7972","4473.84","6434.05","3064.83","1565.80","2000.48","17539.00"
"7973","3098.82","4376.90","1543.76","988.16","1678.36","11686.00"
"7974","6104.41","6646.55","3589.96","2390.88","2218.20","20950.00"
"7975","3565.17","4617.11","2088.03","1459.22","827.47","12557.00"
"7976","3595.94","5310.03","2266.46","1897.91","2951.66","16022.00"
"7977","3809.46","4585.86","2521.68","1351.76","1907.24","14176.00"
"7978","2655.04","4345.88","1594.47","1128.02","1796.59","11520.00"
"7979","3282.15","3650.24","1436.90","949.30","2015.41","11334.00"
"7980","2536.98","3320.51","1378.64","836.29","2324.58","10397.00"
"7981","2832.70","4066.84","2001.43","970.72","1335.31","11207.00"
"7982","2752.28","3079.84","1588.71","1087.10","1325.07","9833.00"
"7983","4295.56","5114.79","2141.79","1177.60","1849.26","14579.00"
"7984","3603.33","5106.02","2149.24","1537.81","2182.60","14579.00"
"7985","1717.11","2030.81","807.70","555.78","1423.60","6535.00"
"7986","3551.70","5012.21","1644.53","1405.50","1854.06","13468.00"
"7987","3472.50","5309.92","2775.04","1820.63","2137.91","15516.00"
"7988","3282.84","3989.47","2312.57","1302.93","2060.19","12948.00"
"7989","2537.35","3782.19","1464.30","1298.69","2024.47","11107.00"
"7990","4159.91","6033.72","2857.91","1528.73","2006.73","16587.00"
"7991","4012.79","5344.55","2411.06","1561.90","2504.70","15835.00"
"7992","2666.74","3145.55","1597.13","1160.44","1523.14","10093.00"
"7993","3572.40","4127.61","2125.10","1119.43","1225.46","12170.00"
"7994","2458.88","2950.94","1110.12","694.60","1194.46","8409.00"
"7995","2760.79","3460.25","1950.76","1249.45","1429.75","10851.00"
"7996","3853.82","4668.32","1782.90","1178.48","2901.48","14385.00"
"7997","3401.85","3968.13","2022.27","1181.08","1353.67","11927.00"
"7998","3416.51","4125.60","2012.03","1033.64","1194.22","11782.00"
"7999","1965.80","3169.52","1115.04","698.23","1651.41","8600.00"
"8000","1567.47","2457.32","1005.41","723.18","1108.62","6862.00"
"8001","3707.82","4405.07","2008.41","1370.50","2647.20","14139.00"
"8002","2362.77","2652.06","1017.50","924.94","1280.73","8238.00"
"8003","2799.92","3125.64","1593.30","1032.45","1824.69","10376.00"
"8004","3667.64","4510.72","1991.89","1218.45","1987.30","13376.00"
"8005","1322.51","1695.37","648.99","547.10","860.03","5074.00"
"8006","5586.68","6150.09","2401.88","1866.35","3156.00","19161.00"
"8007","4711.36","5729.69","2890.61","2007.63","1670.71","17010.00"
"8008","1716.04","2547.02","1155.33","611.93","1040.68","7071.00"
"8009","6421.74","7617.86","2633.70","2581.36","2434.34","21689.00"
"8010","4321.49","4748.94","2340.09","1569.56","1442.92","14423.00"
"8011","2223.64","2966.59","1391.09","918.02","1944.66","9444.00"
"8012","2653.83","3478.27","1706.72","858.92","1389.26","10087.00"
"8013","5518.48","7173.28","3259.72","2183.21","920.31","19055.00"
"8014","4186.66","6411.66","2416.13","2235.62","3703.93","18954.00"
"8015","2735.71","3591.57","2065.75","970.89","2254.08","11618.00"
"8016","1557.28","2217.67","729.69","545.23","893.13","5943.00"
"8017","2097.76","3336.83","1490.18","847.91","1205.32","8978.00"
"8018","2501.72","2654.70","1265.98","996.46","1426.14","8845.00"
"8019","4008.31","4160.68","1757.65","1616.56","1979.80","13523.00"
"8020","3076.82","3799.74","1652.94","1074.88","2487.62","12092.00"
"8021","3364.79","5026.09","2191.89","1482.65","1279.58","13345.00"
"8022","3397.07","4277.63","2541.23","1296.14","2728.93","14241.00"
"8023","1905.25","2669.44","1466.04","986.63","1522.64","8550.00"
"8024","2573.66","3587.24","1569.61","1050.30","691.19","9472.00"
"8025","3058.75","4049.06","2221.04","1430.39","2312.76","13072.00"
"8026","2706.32","4152.56","1814.47","1066.45","2363.20","12103.00"
"8027","2605.19","3399.63","1768.53","1016.57","2098.08","10888.00"
"8028","3830.02","4467.01","2405.99","1615.43","1993.55","14312.00"
"8029","6133.34","7369.16","3254.01","2032.14","2663.35","21452.00"
"8030","3530.09","4395.05","1905.46","1236.19","1551.21","12618.00"
"8031","2787.84","3485.07","1574.45","934.61","966.03","9748.00"
"8032","4776.39","5467.01","2799.47","1642.39","2386.74","17072.00"
"8033","2601.47","3356.95","1497.14","1009.24","2005.20","10470.00"
"8034","2075.00","3265.94","1581.91","816.71","1293.44","9033.00"
"8035","4191.79","5788.51","2822.64","1976.27","2344.79","17124.00"
"8036","5113.62","6502.87","3174.65","1862.34","3640.52","20294.00"
"8037","2702.82","3846.09","1485.08","1036.28","2054.73","11125.00"
"8038","2066.83","2136.85","926.48","612.36","1374.48","7117.00"
"8039","5707.88","6609.64","3142.89","2346.42","2077.17","19884.00"
"8040","2654.66","3910.77","1759.22","1112.85","1342.50","10780.00"
"8041","5935.97","7413.08","3668.64","2206.38","1417.93","20642.00"
"8042","3249.21","3850.04","1723.40","1250.29","888.06","10961.00"
"8043","3824.33","4347.10","1621.36","1490.90","1545.31","12829.00"
"8044","3520.51","5602.95","2599.81","1699.92","1624.81","15048.00"
"8045","3056.30","4449.71","2017.83","1304.72","2371.44","13200.00"
"8046","6057.06","7920.10","3440.82","2563.57","3013.45","22995.00"
"8047","3228.81","4756.15","1789.12","1132.61","1826.31","12733.00"
"8048","4135.21","6233.09","2832.89","1928.97","2835.84","17966.00"
"8049","3596.57","5142.55","2363.82","1681.60","2267.46","15052.00"
"8050","5337.44","6700.36","2704.04","1763.97","4504.19","21010.00"
"8051","1735.25","2414.35","1256.70","882.97","1117.73","7407.00"
"8052","4191.27","6190.63","2747.50","1568.86","1730.74","16429.00"
"8053","2788.19","4547.12","1839.05","1037.33","2424.31","12636.00"
"8054","4940.39","7182.62","2614.03","2355.20","3874.76","20967.00"
"8055","3316.99","4552.11","1526.28","1459.08","1515.54","12370.00"
"8056","2841.69","3729.45","1267.39","875.39","1600.08","10314.00"
"8057","2553.69","4092.43","1867.58","1082.73","1313.57","10910.00"
"8058","3550.38","4969.99","2076.30","1165.26","2538.07","14300.00"
"8059","3364.98","4531.75","2117.72","1059.00","1541.55","12615.00"
"8060","2780.12","4073.39","1488.26","1389.45","2648.78","12380.00"
"8061","3371.19","3852.83","2027.49","992.98","1598.51","11843.00"
"8062","3763.15","4246.29","2297.21","1343.30","1870.05","13520.00"
"8063","2955.45","3416.61","1820.30","1083.33","1182.31","10458.00"
"8064","6195.23","7982.42","3257.23","2236.55","1419.57","21091.00"
"8065","4148.73","4502.05","2300.13","1376.93","1823.16","14151.00"
"8066","3760.45","4682.17","1939.77","1417.87","2889.74","14690.00"
"8067","4763.73","5569.93","2858.62","1608.89","1761.83","16563.00"
"8068","2190.19","3097.75","1074.50","792.22","1113.34","8268.00"
"8069","3234.01","4134.07","1566.51","1073.13","952.28","10960.00"
"8070","4258.78","5212.57","2326.17","1395.06","1595.42","14788.00"
"8071","4020.06","5613.50","2335.54","1574.41","1811.49","15355.00"
"8072","4293.70","5669.21","2718.20","1481.77","1725.12","15888.00"
"8073","1479.96","2356.15","831.72","560.91","1496.26","6725.00"
"8074","4341.75","5501.05","2060.83","1580.40","1171.97","14656.00"
"8075","2049.17","2670.28","1245.24","837.32","1203.99","8006.00"
"8076","4307.73","4832.78","2205.58","1707.58","2690.33","15744.00"
"8077","2476.36","3484.74","1175.31","976.21","1162.38","9275.00"
"8078","3107.28","4389.21","2139.71","1100.89","1761.91","12499.00"
"8079","2903.66","3496.19","1583.34","890.85","828.96","9703.00"
"8080","3730.64","6127.55","2142.28","1479.75","3151.78","16632.00"
"8081","3112.91","4845.29","1847.56","1352.59","1881.65","13040.00"
"8082","2968.98","4020.61","2047.97","1443.91","1789.53","12271.00"
"8083","2672.89","3025.81","1210.25","865.25","2032.80","9807.00"
"8084","2556.75","3397.49","1281.62","973.81","1214.33","9424.00"
"8085","5107.46","6113.14","3037.89","2262.33","2455.18","18976.00"
"8086","3071.07","3933.36","1530.14","1176.04","944.39","10655.00"
"8087","2516.39","3024.56","1469.12","1135.42","1836.51","9982.00"
"8088","2628.45","3928.37","1486.14","1374.54","2041.50","11459.00"
